
Scientific Results. Volume 177															
D. Hodell. Ms 177SR-120															
Chapter 9. Table T2.  d18O and d13C for the benthic and planktonic foraminifers. CaCO3. and percent fragmentation of planktonic foraminifers. Site 1089.															

Leg 177. Site 1089. Hole A   				 	 	 	 	 	 	 	 	 	 	 	
 Position: 40 deg 56.1865 min S. 9 deg 53.6447 min E								 	 	 	 	 	 	 	
 Water depth. mbrf ( APC Calc ): 4630.2m															



Site	Hole	Core	Section	IntervalTop(cm)	IntervalBottom(cm)	Depth(modified.mcd)	Age(ka)	d18O.F.bulloides(permil)	d13C.G.bulloides(permil)	d18O.Cibicidoides.(permil)	d13C.Cibicidoides.(permil)	Lab CaCO3.(wt%)	fragmentation.(%)	LabZ
1089	B	4	6	5	6.5	37.65	254.82	2.81	-0.12	3.86	-1.12	SIO	37.9	NA	UF
1089	B	4	6	9	10.5	37.7	255.27	3.01	-0.11	3.82	-0.88	SIO	37	NA	UF
1089	B	4	6	15	16.5	37.75	255.72	2.98	-0.19	NA	NA	SIO	39.8	17.2	UF
1089	B	4	6	19	20.5	37.8	256.17	2.68	-0.5	3.75	-0.64	SIO	41.2	NA	UF
1089	B	4	6	25	26.5	37.85	256.63	2.95	-0.18	NA	NA	SIO	41.6	NA	UF
1089	B	4	6	29	30.5	37.9	257.09	2.89	-0.29	3.79	-0.98	SIO	40.2	NA	UF
1089	B	4	6	35	36.5	37.95	257.55	2.79	-0.43	NA	NA	SIO	43.4	NA	UF
1089	B	4	6	40	41.5	38	258.01	3.26	-0.17	3.74	-0.93	SIO	42.8	60.6	UF
1089	B	4	6	45	46.5	38.05	258.48	3.19	-0.01	3.76	-1.1	SIO	46.3	NA	UF
1089	B	4	6	49	50.5	38.1	258.95	3.11	0.08	NA	NA	SIO	47.8	NA	UF
1089	C	5	1	110	111.5	38.12	263.04	2.83	-0.28	3.89	-0.96	UF	46.4	NA	UF
1089	C	5	1	115	116.5	38.17	263.31	2.93	-0.19	3.92	-1.08	UF	48.2	NA	UF
1089	C	5	1	120	121.5	38.22	263.57	3	-0.21	3.94	-0.81	UF	49.6	NA	UF
1089	C	5	1	125	126.5	38.27	263.84	2.95	-0.05	3.87	-0.45	UF	49.3	43.3	UF
1089	C	5	1	130	131.5	38.32	264.11	2.91	-0.11	3.88	-0.3	UF	49.4	NA	UF
1089	C	5	1	135	136.5	38.37	264.37	3.03	0.19	3.77	-0.69	UF	49.8	NA	UF
1089	C	5	1	140	141.5	38.42	264.64	3.23	0.37	3.86	-1.03	UF	46.4	NA	UF
1089	C	5	1	145	146.5	38.47	264.91	2.88	-0.1	NA	NA	UF	47.3	30.3	UF
1089	C	5	2	0	1.5	38.52	265.17	3.07	0.39	3.75	-0.59	UF	46.8	NA	UF
1089	C	5	2	5	6.5	38.57	265.44	3	0.07	3.85	-0.85	UF	48.4	42.5	UF
1089	C	5	2	10	11.5	38.62	265.71	2.83	-0.13	3.74	-0.48	UF	53.5	NA	UF
1089	C	5	2	15	16.5	38.67	265.97	2.87	-0.26	3.79	-0.66	UF	49.8	NA	UF
1089	C	5	2	20	21.5	38.72	266.24	2.96	-0.13	3.83	-0.59	UF	45.9	NA	UF
1089	C	5	2	25	26.5	38.77	266.51	3.01	-0.03	3.84	-0.95	UF	46.3	60.8	UF
1089	C	5	2	30	31.5	38.82	266.77	2.63	-0.48	4.1	-1.15	UF	45.7	NA	UF
1089	C	5	2	35	36.5	38.87	267.04	3.03	0.02	3.72	-0.92	UF	48.8	NA	UF
1089	C	5	2	40	41.5	38.92	267.31	2.77	-0.14	3.84	-0.78	UF	47.9	NA	UF
1089	C	5	2	45	46.5	38.97	267.57	3.07	-0.11	3.83	-0.91	UF	48.6	35.4	UF
1089	C	5	2	50	51.5	39.02	267.84	NA	NA	3.89	-1.13	UF	47.8	NA	UF
1089	C	5	2	55	56.5	39.07	268.11	2.98	-0.08	3.86	-0.66	UF	48.9	NA	UF
1089	C	5	2	60	61.5	39.12	268.37	3.06	-0.03	3.92	-0.52	UF	48.8	NA	UF
1089	C	5	2	65	66.5	39.17	268.64	3.08	-0.3	3.99	-1	UF	45.4	28.8	UF
1089	C	5	2	70	71.5	39.22	268.91	3.12	0.02	3.88	-0.93	UF	43.3	NA	UF
1089	C	5	2	75	76.5	39.27	269.17	2.95	-0.49	3.86	-0.81	UF	47.3	NA	UF
1089	C	5	2	80	81.5	39.32	269.44	2.74	-0.72	3.87	-0.68	UF	49.3	NA	UF
1089	C	5	2	85	86.5	39.37	269.71	3	-0.48	3.86	-0.79	UF	40.9	40.5	UF
1089	C	5	2	90	91.5	39.42	269.97	3.21	0.16	4.06	-0.75	UF	48.3	NA	UF
1089	C	5	2	95	96.5	39.47	270.24	3.28	-0.01	3.69	-0.69	UF	44	NA	UF
1089	C	5	2	100	101.5	39.52	270.51	3.15	-0.33	3.77	-1.21	UF	39	NA	UF
1089	C	5	2	105	106.5	39.57	270.77	3.19	-0.29	NA	NA	UF	35.2	46	UF
1089	C	5	2	110	111.5	39.62	271.04	2.96	-0.22	3.66	-1.27	UF	29.3	NA	UF
1089	C	5	2	115	116.5	39.67	271.31	NA	NA	3.86	-0.97	UF	29	NA	UF
1089	C	5	2	120	121.5	39.72	271.57	2.86	-0.87	3.87	-1.2	UF	27.5	NA	UF
1089	C	5	2	125	126.5	39.77	271.84	2.87	-0.79	3.82	-1.26	UF	26.8	30.1	UF
1089	C	5	2	130	131.5	39.82	272.11	2.81	-0.49	3.75	-1.43	UF	18.3	NA	UF
1089	C	5	2	135	136.5	39.87	272.37	2.58	-0.83	3.87	-1.3	UF	15.4	NA	UF
1089	C	5	2	140	141.5	39.92	272.64	2.9	-0.25	3.86	-1.68	UF	10.3	NA	UF
1089	C	5	2	145	145.5	39.97	272.91	2.85	-0.61	3.82	-1.68	UF	10.2	46.9	UF
1089	B	5	2	15	16.5	40.11	273.65	2.82	-0.14	3.91	-1.26	UF	5.6	NA	UF
1089	B	5	2	24	25.5	40.2	274.13	2.78	-0.34	3.88	-1.14	UF	5.3	35.2	UF
1089	B	5	2	30	31.5	40.26	274.45	NA	NA	3.88	-1.01	UF	6.8	NA	UF
1089	B	5	2	34	35.5	40.3	274.67	2.92	-0.35	3.86	-1.54	UF	7.8	NA	UF
1089	B	5	2	40	41.5	40.36	274.99	NA	NA	3.86	-1.37	UF	8.9	NA	UF
1089	B	5	2	44	45.5	40.4	275.2	2.89	-0.13	3.87	-1.63	UF	7.5	36.3	UF
1089	B	5	2	50	51.5	40.46	275.52	2.74	-0.21	3.97	-1.71	UF	8.9	NA	UF
1089	B	5	2	55	56.5	40.51	275.79	2.93	0.12	NA	NA	UF	10.5	NA	UF
1089	B	5	2	60	61.5	40.56	276.05	2.58	-0.59	3.81	-1.3	UF	8.8	NA	UF
1089	B	5	2	64	65.5	40.6	276.27	NA	NA	3.88	-1.09	UF	4.8	5.4	UF
1089	B	5	2	70	71.5	40.66	276.59	2.66	-0.12	NA	NA	UF	3.7	NA	UF
1089	B	5	2	74	75.5	40.7	276.8	NA	NA	3.72	-1.38	UF	5.6	NA	UF
1089	B	5	2	80	81.5	40.76	277.12	NA	NA	3.67	-0.27	UF	7.8	NA	UF
1089	B	5	2	84	85.5	40.8	277.33	NA	NA	3.86	-1.02	UF	7.7	16.6	UF
1089	B	5	2	90	91.5	40.86	277.65	NA	NA	3.59	-0.76	UF	4.7	NA	UF
1089	B	5	2	94	95.5	40.9	277.87	2.39	-0.15	3.7	-0.95	UF	1.9	NA	UF
1089	B	5	2	100	101.5	40.96	278.19	NA	NA	NA	NA	UF	1.5	NA	UF
1089	B	5	2	105	106.5	41.01	278.45	NA	NA	NA	NA	UF	0.4	30.8	UF
1089	B	5	2	110	111.5	41.06	278.72	NA	NA	NA	NA	UF	0.6	NA	UF
1089	B	5	2	114	115.5	41.1	278.93	NA	NA	NA	NA	UF	1.2	NA	UF
1089	B	5	2	120	121.5	41.16	279.25	NA	NA	3.69	-1.2	UF	2.1	NA	UF
1089	B	5	2	124	125.5	41.2	279.47	NA	NA	NA	NA	UF	0.6	18.4	UF
1089	B	5	2	130	131.5	41.26	279.79	NA	NA	NA	NA	UF	0	NA	UF
1089	B	5	2	134	135.5	41.3	280	NA	NA	3.59	-0.87	UF	0.8	NA	UF
1089	B	5	2	140	141.5	41.36	280.32	NA	NA	3.86	-1.39	UF	0.9	NA	UF
1089	B	5	2	144	145.5	41.4	280.53	NA	NA	NA	NA	UF	0.8	NA	UF
1089	B	5	2	145.5	147	41.42	280.64	NA	NA	3.72	-0.7	UF	0.3	NA	UF
1089	B	5	3	0	1.5	41.46	280.85	NA	NA	3.73	-0.74	UF	3.6	NA	UF
1089	B	5	3	5	6.5	41.51	281.12	2.64	-0.31	3.61	-1.02	UF	6.2	20	UF
1089	B	5	3	10	11.5	41.56	281.39	NA	NA	3.54	-0.52	UF	7.3	NA	UF
1089	B	5	3	14	15.5	41.6	281.6	2.17	-0.27	3.59	0.11	UF	8.4	NA	UF
1089	B	5	3	20	21.5	41.66	281.92	NA	NA	3.62	-0.52	UF	7.8	NA	UF
1089	B	5	3	24	25.5	41.7	282.13	NA	NA	3.57	0.21	UF	3.1	7.7	UF
1089	B	5	3	30	31.5	41.76	282.45	NA	NA	NA	NA	UF	2.5	NA	UF
1089	B	5	3	34	35.5	41.8	282.67	NA	NA	NA	NA	UF	0.8	NA	UF
1089	B	5	3	40	41.5	41.86	282.99	2.46	0.07	NA	NA	UF	1.8	NA	UF
1089	B	5	3	44	45.5	41.9	283.2	NA	NA	3.33	-1.45	UF	7.5	NA	UF
1089	B	5	3	50	51.5	41.96	283.52	NA	NA	3.46	-0.56	UF	10.6	NA	UF
1089	B	5	3	55	56.5	42.01	283.79	NA	NA	3.5	-0.91	UF	10.9	NA	UF
1089	B	5	3	60	61.5	42.06	284.05	NA	NA	3.51	-0.55	UF	13.1	NA	UF
1089	B	5	3	64	65.5	42.1	284.27	NA	NA	3.45	-0.16	UF	8.4	51.5	UF
1089	B	5	3	70	71.5	42.16	284.59	NA	NA	3.4	-0.5	UF	12.1	NA	UF
1089	B	5	3	74	75.5	42.2	284.8	2.54	0.5	NA	NA	UF	8.1	NA	UF
1089	B	5	3	80	81.5	42.26	285.12	2.53	0.71	3.43	-0.34	UF	15.2	NA	UF
1089	B	5	3	84	85.5	42.3	285.33	2.48	0.4	3.29	-0.2	UF	14.9	39.5	UF
1089	B	5	3	90	91.5	42.36	285.65	NA	NA	3.3	-0.73	UF	14	NA	UF
1089	B	5	3	94	95.5	42.4	285.87	NA	NA	3.31	-0.12	UF	14	NA	UF
1089	B	5	3	100	101.5	42.46	286.19	2.3	0.01	3.22	-0.19	UF	20.1	NA	UF
1089	B	5	3	105	106.5	42.51	286.45	NA	NA	3.22	-0.14	UF	24.7	60.1	UF
1089	B	5	3	110	111.5	42.56	286.72	NA	NA	3.2	-0.48	UF	29.3	NA	UF
1089	B	5	3	114	115.5	42.6	286.93	2.19	0.51	3.21	-0.37	UF	34.3	NA	UF
1089	B	5	3	120	121.5	42.66	287.25	1.71	0.01	3.07	-0.19	UF	36.8	NA	UF
1089	B	5	3	124	125.5	42.7	287.47	2.27	0.46	3.08	-0.12	UF	39.4	54.5	UF
1089	B	5	3	130	131.5	42.76	287.79	2.62	0.62	3.08	-0.48	UF	40.2	NA	UF
1089	B	5	3	134	135.5	42.8	288	2.13	-0.07	3.17	-0.45	UF	43	NA	UF
1089	B	5	3	140	141.5	42.86	288.41	2.01	-0.19	3.18	-0.44	UF	45.6	NA	UF
1089	B	5	3	144	146.5	42.9	288.69	2.47	0.74	3.13	-0.59	UF	45.7	65.2	UF
1089	B	5	4	0	1.5	42.96	289.1	2.42	0.51	3.21	-0.72	UF	39.6	NA	UF
1089	B	5	4	4	5.5	43	289.38	NA	NA	3.26	-0.69	UF	29.8	70.7	UF
1089	B	5	4	10	11.5	43.06	289.79	NA	NA	3.52	-0.74	UF	19.1	NA	UF
1089	B	5	4	14	15.5	43.1	290.07	2.59	-0.11	3.4	-0.79	UF	17.6	NA	UF
1089	B	5	4	20	21.5	43.16	290.48	NA	NA	3.64	-0.99	UF	20.7	NA	UF
1089	B	5	4	24	25.5	43.2	290.76	2	-0.4	NA	NA	UF	23.1	15.7	UF
1089	B	5	4	30	31.5	43.26	291.17	2.35	-0.16	3.39	-0.52	UF	16.3	NA	UF
1089	B	5	4	34	35.5	43.3	291.45	2.28	-0.08	3.45	-0.97	UF	19.8	NA	UF
1089	B	5	4	40	41.5	43.36	291.86	NA	NA	3.43	-0.62	UF	15.4	NA	UF
1089	B	5	4	44	45.5	43.4	292.14	NA	NA	3.66	-0.46	UF	13.8	68.9	UF
1089	B	5	4	50	51.5	43.46	292.55	2.54	-0.31	3.47	-0.69	UF	9.8	NA	UF
1089	B	5	4	55	56.5	43.51	292.9	NA	NA	3.53	-1.04	UF	9.4	NA	UF
1089	B	5	4	60	61.5	43.56	293.24	NA	NA	3.48	-1.06	UF	11.8	NA	UF
1089	B	5	4	64	65.5	43.6	293.52	2.49	-0.17	3.54	-0.74	UF	15.3	47	UF
1089	B	5	4	70	71.5	43.66	293.93	2.71	-0.02	3.54	-0.98	UF	13.3	NA	UF
1089	B	5	4	74	75.5	43.7	294.21	NA	NA	3.56	-0.58	UF	11.3	NA	UF
1089	B	5	4	80	81.5	43.76	294.62	2.39	0.03	NA	NA	UF	2.3	NA	UF
1089	B	5	4	84	85.5	43.8	294.9	2.46	-0.19	3.58	-0.1	UF	3.1	21.7	UF
1089	B	5	4	90	91.5	43.86	295.31	2.25	-0.22	NA	NA	UF	3.8	NA	UF
1089	B	5	4	94	95.5	43.9	295.59	2.1	-0.29	3.52	-0.64	UF	6.2	NA	UF
1089	B	5	4	100	101.5	43.96	296	2.46	0.25	3.62	-0.95	UF	9.8	NA	UF
1089	B	5	4	105	106.5	44.01	296.18	NA	NA	3.09	-1.23	UF	15.8	43.2	UF
1089	B	5	4	110	111.5	44.06	296.36	NA	NA	3.61	-0.49	UF	16.4	NA	UF
1089	B	5	4	114	115.5	44.1	296.51	NA	NA	3.54	-0.85	UF	21.6	NA	UF
1089	B	5	4	120	121.5	44.16	296.73	NA	NA	3.6	-0.78	UF	16.9	NA	UF
1089	B	5	4	124	125.5	44.2	296.87	NA	NA	3.61	-0.4	UF	NA	NA	UF
1089	B	5	4	130	131.5	44.26	297.09	NA	NA	3.61	-0.47	UF	NA	NA	UF
1089	B	5	4	134	135.5	44.3	297.24	NA	NA	3.64	-0.71	UF	NA	NA	UF
1089	B	5	4	140	141.5	44.36	297.45	NA	NA	3.54	-0.59	UF	NA	NA	UF
1089	B	5	4	144	145.5	44.4	297.6	NA	NA	3.56	-0.53	UF	5.7	NA	UF
1089	B	5	5	0	1.5	44.46	297.82	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	5	5	4	5.5	44.5	297.96	2.76	0.17	3.36	-0.35	UF	3.3	28.9	UF
1089	B	5	5	10	11.5	44.56	298.18	NA	NA	NA	NA	UF	0.9	NA	UF
1089	B	5	5	14	15.5	44.6	298.33	NA	NA	NA	NA	UF	1.3	NA	UF
1089	B	5	5	20	21.5	44.66	298.55	NA	NA	NA	NA	UF	4	NA	UF
1089	B	5	5	24	25.5	44.7	298.69	2.3	-0.15	3.45	-0.79	UF	5.8	37.5	UF
1089	B	5	5	30	31.5	44.76	298.91	NA	NA	3.46	-0.63	UF	6.5	NA	UF
1089	B	5	5	34	35.5	44.8	299.05	NA	NA	3.46	-0.38	UF	5.4	NA	UF
1089	B	5	5	40	41.5	44.86	299.27	NA	NA	3.51	-0.5	UF	7.9	NA	UF
1089	B	5	5	44	45.5	44.9	299.42	NA	NA	3.41	-0.14	UF	9.1	NA	UF
1089	B	5	5	50	51.5	44.96	299.64	NA	NA	3.4	-0.07	UF	12.4	NA	UF
1089	B	5	5	55	56.5	45.01	299.82	2.54	-0.29	NA	NA	UF	9.4	NA	UF
1089	B	5	5	60	61.5	45.06	300	2.29	0.3	3.45	-0.51	UF	17.6	NA	UF
1089	B	5	5	64	65.5	45.1	300.15	2.03	0.09	NA	NA	UF	16.6	22.4	UF
1089	B	5	5	70	71.5	45.16	300.36	2.22	0.09	3.31	-0.18	UF	17.9	NA	UF
1089	B	5	5	74	75.5	45.2	300.51	2.18	0.37	3.27	-0.24	UF	17.3	NA	UF
1089	B	5	5	80	81.5	45.26	300.73	NA	NA	NA	NA	UF	4.8	56.9	UF
1089	B	5	5	84	85.5	45.3	300.87	2.48	0.71	3.37	-0.97	UF	5.1	NA	UF
1089	B	5	5	90	91.5	45.36	301.09	NA	NA	NA	NA	UF	3.8	NA	UF
1089	B	5	5	94	95.5	45.4	301.24	NA	NA	3.29	-0.32	UF	6.2	NA	UF
1089	B	5	5	100	101.5	45.46	301.45	NA	NA	3.31	-0.43	UF	9.8	10.6	UF
1089	B	5	5	105	106.5	45.51	301.64	NA	NA	3.56	-0.11	UF	15.8	NA	UF
1089	B	5	5	110	111.5	45.56	301.82	2.43	0.22	3.38	-0.48	UF	16.4	NA	UF
1089	B	5	5	114	115.5	45.6	301.96	2.34	0.26	3.42	-0.15	UF	21.6	NA	UF
1089	B	5	5	120	121.5	45.66	302.18	2.02	0.1	3.3	-0.11	UF	16.9	36.8	UF
1089	B	5	5	124	126	45.71	302.36	2	-0.15	3.28	-0.48	UF	18.8	NA	UF
1089	B	5	5	130	132	45.76	302.55	NA	NA	3.34	-0.23	UF	10.8	NA	UF
1089	B	5	5	134	136	45.81	302.73	2.16	0.35	NA	NA	UF	14.9	NA	UF
1089	B	5	5	140	142	45.86	302.91	NA	NA	3.24	-0.2	UF	14.8	82.5	UF
1089	B	5	5	144	146	45.91	303.09	NA	NA	3.28	-0.63	UF	14.3	NA	UF
1089	B	5	6	5	6.5	46.01	303.45	1.85	-0.23	3.08	-0.41	UF	18.5	NA	UF
1089	B	5	6	10	11.5	46.06	303.64	1.85	-0.01	3.17	-0.24	UF	15.5	NA	UF
1089	B	5	6	14	15.5	46.11	303.82	2.02	0.35	3.19	-0.24	UF	11.6	71.4	UF
1089	B	5	6	20	21.5	46.16	304	2.01	0.37	3.12	-0.76	UF	10.3	NA	UF
1089	B	5	6	24	25.5	46.21	304.48	2.08	-0.34	3.07	-0.69	UF	15.8	NA	UF
1089	B	5	6	30	31.5	46.26	304.97	2.19	0.27	3.09	-0.59	UF	9.9	NA	UF
1089	C	6	1	115	116.5	46.31	305.45	1.83	-0.09	2.98	-0.59	UF	5	87.9	UF
1089	C	6	1	120	121.5	46.36	305.94	NA	NA	2.93	-0.12	UF	4.4	NA	UF
1089	C	6	1	125	126.5	46.41	306.42	2.21	0.41	2.88	-0.27	UF	12.2	NA	UF
1089	C	6	1	130	131.5	46.46	306.9	NA	NA	NA	NA	UF	5.8	73.6	UF
1089	C	6	1	135	136.5	46.51	307.39	NA	NA	NA	NA	UF	0.2	NA	UF
1089	C	6	1	140	141.5	46.56	307.87	NA	NA	NA	NA	UF	-0.3	NA	UF
1089	C	6	1	145	146.5	46.61	308.35	NA	NA	NA	NA	UF	-0.3	NA	UF
1089	C	6	1	148.5	150	46.66	308.84	NA	NA	NA	NA	UF	-0.3	100	UF
1089	C	6	2	5	6.5	46.71	309.32	NA	NA	NA	NA	UF	-0.3	NA	UF
1089	C	6	2	10	11.5	46.76	309.81	NA	NA	NA	NA	UF	-0.2	NA	UF
1089	C	6	2	15	16.5	46.81	310.29	NA	NA	NA	NA	UF	-0.1	NA	UF
1089	C	6	2	20	21.5	46.86	310.77	NA	NA	NA	NA	UF	0.4	75	UF
1089	C	6	2	25	26.5	46.91	311.26	NA	NA	NA	NA	UF	-0.3	NA	UF
1089	C	6	2	30	31.5	46.96	311.74	NA	NA	NA	NA	UF	-0.3	NA	UF
1089	C	6	2	35	36.5	47.01	312.23	NA	NA	NA	NA	UF	0	NA	UF
1089	C	6	2	40	41.5	47.06	312.71	NA	NA	NA	NA	UF	-0.2	26.4	UF
1089	C	6	2	45	46.5	47.11	313.19	1.99	-0.01	NA	NA	UF	1.1	NA	UF
1089	C	6	2	50	51.5	47.16	313.68	NA	NA	NA	NA	UF	0.3	NA	UF
1089	C	6	2	55	56.5	47.21	314.16	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	6	2	60	61.5	47.26	314.65	NA	NA	NA	NA	UF	0.3	79.2	UF
1089	C	6	2	65	66.5	47.31	315.13	2.05	0.49	NA	NA	UF	0.6	NA	UF
1089	C	6	2	70	71.5	47.36	315.61	NA	NA	NA	NA	UF	1.6	NA	UF
1089	C	6	2	75	76.5	47.41	316.1	NA	NA	2.74	-0.21	UF	4.2	NA	UF
1089	C	6	2	80	81.5	47.46	316.58	NA	NA	NA	NA	UF	3.2	92.3	UF
1089	C	6	2	85	86.5	47.51	317.06	NA	NA	NA	NA	UF	4.3	NA	UF
1089	C	6	2	90	91.5	47.56	317.55	NA	NA	2.66	-0.82	UF	6.5	NA	UF
1089	C	6	2	95	96.5	47.61	318.03	NA	NA	NA	NA	UF	4.6	NA	UF
1089	C	6	2	100	101.5	47.66	318.52	NA	NA	NA	NA	UF	4.8	89.8	UF
1089	C	6	2	105	106.5	47.71	319	NA	NA	NA	NA	UF	3.5	NA	UF
1089	C	6	2	110	111.5	47.76	319.48	NA	NA	NA	NA	UF	4	NA	UF
1089	C	6	2	115	116.5	47.81	319.97	NA	NA	NA	NA	UF	5.9	NA	UF
1089	C	6	2	120	121.5	47.86	320.45	NA	NA	2.44	-1.46	UF	10.1	67.5	UF
1089	C	6	2	125	126.5	47.91	320.94	NA	NA	NA	NA	UF	10.4	NA	UF
1089	C	6	2	130	131.5	47.96	321.42	NA	NA	2.58	0.07	UF	10.9	NA	UF
1089	C	6	2	135	136.5	48.01	321.9	NA	NA	NA	NA	UF	11.6	NA	UF
1089	C	6	2	140	141.5	48.06	322.39	NA	NA	NA	NA	UF	12.1	95.2	UF
1089	C	6	2	145	146.5	48.11	322.87	NA	NA	2.71	-0.22	UF	13.8	NA	UF
1089	C	6	2	148	150	48.16	323.35	NA	NA	NA	NA	UF	14.6	NA	UF
1089	C	6	3	4	5.5	48.21	323.84	NA	NA	2.51	-0.88	UF	16.4	NA	UF
1089	C	6	3	10	11.5	48.26	324.32	NA	NA	2.52	-0.13	UF	15.9	98.4	UF
1089	C	6	3	14	15.5	48.31	324.81	NA	NA	NA	NA	UF	17.2	NA	UF
1089	C	6	3	20	21.5	48.36	325.29	NA	NA	NA	NA	UF	16.4	NA	UF
1089	C	6	3	24	25.5	48.41	325.77	NA	NA	2.63	-0.06	UF	17.8	NA	UF
1089	C	6	3	30	31.5	48.46	326.26	NA	NA	2.43	0.05	UF	20.8	87.5	UF
1089	C	6	3	35	36.5	48.51	326.74	NA	NA	NA	NA	UF	24.5	NA	UF
1089	C	6	3	40	41.5	48.56	327.23	NA	NA	NA	NA	UF	24.5	NA	UF
1089	C	6	3	45	46.5	48.61	327.71	NA	NA	NA	NA	UF	29.2	NA	UF
1089	C	6	3	50	51.5	48.66	328.19	NA	NA	2.32	-0.61	UF	34.3	75.8	UF
1089	C	6	3	54	55.5	48.71	328.68	NA	NA	2.39	-0.31	UF	38.6	NA	UF
1089	C	6	3	60	61.5	48.76	329.16	NA	NA	2.69	-0.52	UF	43.3	NA	UF
1089	C	6	3	64	65.5	48.81	329.65	NA	NA	2.52	-0.45	UF	46.8	NA	UF
1089	C	6	3	70	71.5	48.86	330.13	1.88	0.27	2.62	-0.61	UF	51.5	54.9	UF
1089	C	6	3	74	75.5	48.91	330.61	NA	NA	2.48	-0.91	UF	54.2	NA	UF
1089	C	6	3	80	81.5	48.96	331.1	NA	NA	2.71	-0.48	UF	53.1	NA	UF
1089	C	6	3	85	86.5	49.01	331.58	NA	NA	2.72	-0.42	UF	55.3	NA	UF
1089	C	6	3	90	91.5	49.06	332.06	NA	NA	2.78	-0.45	UF	54.1	41.8	UF
1089	C	6	3	94	95.5	49.11	332.55	NA	NA	2.95	-0.55	UF	51	NA	UF
1089	C	6	3	100	101.5	49.16	333.03	NA	NA	3.02	-0.45	UF	54.6	NA	UF
1089	C	6	3	104	105.5	49.21	333.52	NA	NA	3.17	-0.73	UF	53.8	NA	UF
1089	C	6	3	110	111.5	49.26	334	NA	NA	3.18	-0.63	UF	52	65.9	UF
1089	C	6	3	114	115.5	49.31	334.18	NA	NA	NA	NA	UF	53.3	NA	UF
1089	C	6	3	120	121.5	49.36	334.35	NA	NA	3.39	-0.28	UF	52.7	NA	UF
1089	C	6	3	124	125.5	49.41	334.53	NA	NA	3.25	-0.56	UF	52.9	NA	UF
1089	C	6	3	130	131.5	49.46	334.71	NA	NA	3.48	-1.26	UF	49.3	70.5	UF
1089	C	6	3	135	136.5	49.51	334.88	1.97	-0.95	3.52	-1.09	UF	48.4	NA	UF
1089	C	6	3	140	141.5	49.56	335.06	NA	NA	3.42	-0.46	UF	50.8	NA	UF
1089	C	6	3	145	146.5	49.61	335.24	NA	NA	3.79	-0.57	UF	50.7	NA	UF
1089	C	6	3	148.5	150	49.66	335.41	2.59	-0.06	3.7	-1.04	UF	49.3	66.5	UF
1089	C	6	4	4	5.5	49.71	335.59	2.48	-0.17	3.74	-0.45	UF	46.2	NA	UF
1089	C	6	4	10	11.5	49.76	335.76	2.65	-0.51	3.86	-0.25	UF	43.7	NA	UF
1089	C	6	4	14	15.5	49.81	335.94	NA	NA	3.98	-0.83	UF	41.6	NA	UF
1089	C	6	4	20	21.5	49.86	336.12	2.68	-0.58	3.91	-1.2	UF	40.2	38.2	UF
1089	C	6	4	24	25.5	49.91	336.29	2.75	-0.44	3.89	-0.99	UF	40.7	NA	UF
1089	C	6	4	30	31.5	49.96	336.47	2.78	-0.28	3.89	-0.97	UF	38.2	NA	UF
1089	C	6	4	35	36.5	50.01	336.65	2.75	-0.55	3.89	-1.35	UF	36.9	NA	UF
1089	C	6	4	40	41.5	50.06	336.82	2.78	-0.76	3.89	-0.99	UF	37	60.3	UF
1089	C	6	4	44	45.5	50.11	337	NA	NA	3.91	-1.3	UF	35	NA	UF
1089	C	6	4	50	51.5	50.16	337.18	2.45	-0.36	4.04	-1.3	UF	33.9	NA	UF
1089	C	6	4	54	55.5	50.21	337.35	2.77	-0.72	3.95	-1.34	UF	30	NA	UF
1089	C	6	4	60	61.5	50.26	337.53	2.8	-0.75	4.06	-1.29	UF	29.8	17.9	UF
1089	C	6	4	64	65.5	50.31	337.71	2.8	-0.8	4.09	-1.55	UF	28.8	NA	UF
1089	C	6	4	70	71.5	50.36	337.88	2.9	-0.4	NA	NA	UF	28.2	NA	UF
1089	C	6	4	74	75.5	50.41	338.06	3	-0.18	4.1	-1.46	UF	29.9	NA	UF
1089	C	6	4	80	81.5	50.46	338.24	2.39	-1.09	4.02	-1.29	UF	33.8	19.5	UF
1089	C	6	4	85	86.5	50.51	338.41	2.63	-0.6	4.07	-1.41	UF	36.3	NA	UF
1089	C	6	4	90	91.5	50.56	338.59	3.01	-0.24	NA	NA	UF	37.7	NA	UF
1089	C	6	4	94	95.5	50.61	338.76	2.9	-0.45	4.15	-1.32	UF	35.7	NA	UF
1089	C	6	4	100	101.5	50.66	338.94	3.18	-0.2	4.16	-1.35	UF	37.9	18.8	UF
1089	C	6	4	104	105.5	50.71	339.12	3.4	0.43	4.05	-1.6	UF	38.7	NA	UF
1089	C	6	4	114	115.5	50.81	339.47	3.08	0	3.99	-0.96	UF	36	NA	UF
1089	C	6	4	120	121.5	50.86	339.65	3.36	0.06	4.15	-1.29	UF	35.8	14.7	UF
1089	C	6	4	124	125.5	50.91	339.82	3.02	0.02	4.04	-0.37	UF	37.3	NA	UF
1089	C	6	4	130	131.5	50.96	340	NA	NA	4.28	-0.78	UF	34	NA	UF
1089	C	6	4	135	136.5	51.01	340.2	3.33	0.08	4.15	-1.15	UF	36.7	NA	UF
